CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15717426,850,France,Male,36,7,0,1,1,1,40812.9,0
15585768,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0
15619360,472,Spain,Male,40,4,0,1,1,0,70154.22,0
15687946,556,France,Female,61,2,117419.35,1,1,1,94153.83,0
15684171,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0
15754849,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0
15766205,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0
15771873,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0
15616550,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0
15768193,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0
15683553,788,France,Female,33,5,0,2,0,0,116978.19,0
15760861,619,France,Male,43,1,125211.92,1,1,1,113410.49,0
15630053,656,France,Male,45,5,127864.4,1,1,0,87107.57,0
15647091,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0
15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,0
15651280,742,Germany,Male,35,5,136857,1,0,0,84509.57,0
15773469,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0
15702014,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0
15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0
15592461,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0
15789484,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0
15696061,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0
15641582,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0
15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0
15755648,675,France,Female,21,8,98373.26,1,1,0,18203,0
15620344,813,France,Male,29,6,0,1,1,0,33953.87,0
15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0
15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0
15770811,519,France,Male,36,9,0,2,0,1,145562.4,0
15780961,735,France,Female,21,1,178718.19,2,1,0,22388,0
15614049,664,France,Male,55,8,0,2,1,1,139161.64,0
15662085,678,France,Female,32,9,0,1,1,1,148210.64,0
15575185,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0
15803136,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,0
15641732,543,France,Female,36,3,0,2,0,0,26019.59,0
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,0
15738751,493,France,Female,46,4,0,2,1,0,1907.66,0
15805254,652,Spain,Female,75,10,0,2,1,1,114675.75,0
15625759,729,France,Male,30,9,0,2,1,0,151869.35,0
15767954,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0
15731511,808,France,Male,45,7,118626.55,2,1,0,147132.46,0
15809248,524,France,Female,36,10,0,2,1,0,109614.57,0
15640635,769,France,Male,29,8,0,2,1,1,172290.61,0
15676966,730,Spain,Male,42,4,0,2,0,1,85982.47,0
15699461,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0
15738721,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0
15693683,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0
15604348,710,Spain,Male,22,8,0,2,0,0,99645.04,0
15633059,413,France,Male,34,9,0,2,0,0,6534.18,0
15808582,665,France,Female,40,6,0,1,1,1,161848.03,0
15743192,623,France,Female,44,6,0,2,0,0,167162.43,0
15580146,738,France,Male,31,9,82674.15,1,1,0,41970.72,0
15776605,528,Spain,Male,36,7,0,2,1,0,60536.56,0
15599195,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0
15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0
15803526,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0
15715951,562,France,Male,42,2,100238.35,1,0,0,86797.41,0
15591100,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0
15705512,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0
15698028,506,France,Female,41,1,0,2,1,0,31766.3,0
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0
15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77,0
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0
15690673,656,France,Female,39,6,0,2,1,0,141069.88,0
15760085,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0
15779659,625,France,Female,28,3,0,1,0,0,183646.41,0
15575492,828,France,Female,41,7,0,2,1,0,171378.77,0
15591607,770,France,Male,24,9,101827.07,1,1,0,167256.35,0
15740404,758,France,Female,34,3,0,2,1,1,124226.16,0
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0
15642004,686,France,Male,25,1,0,2,0,1,16459.37,0
15712543,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0
15584518,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0
15802381,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0
15610156,637,France,Male,40,2,133463.1,1,0,1,93165.34,0
15698932,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0
15724944,663,France,Male,34,7,0,2,1,1,180427.24,0
15628145,682,France,Female,43,5,125851.93,1,1,1,193318.33,0
15800703,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0
15705707,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0
15754105,650,France,Male,37,5,106967.18,1,0,0,24495.03,0
15703264,735,France,Male,44,9,120681.63,1,1,0,74836.34,0
15794413,416,France,Male,32,0,0,2,0,1,878.87,0
15650237,754,Spain,Female,32,7,0,2,1,0,89520.75,0
15811589,716,Spain,Male,42,8,0,2,1,0,180800.42,0
15689044,539,France,Male,37,2,127609.59,1,1,0,98646.22,0
15709368,614,France,Female,43,6,0,2,1,1,109041.53,0
15655007,758,France,Female,33,7,0,2,0,0,82996.47,0
15623595,586,Spain,Female,28,2,0,2,1,1,92067.35,0
15589975,646,France,Female,73,6,97259.25,1,0,1,104719.66,0
15804017,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0
15692132,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0
15641122,684,France,Male,30,2,0,2,1,0,83473.82,0
15630910,800,France,Female,49,7,108007.36,1,0,0,47125.11,0
15680772,721,Spain,Female,36,2,0,2,1,1,106977.8,0
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0
15588537,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0
15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0
15587562,484,France,Female,29,4,130114.39,1,1,0,164017.89,0
15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0
15586310,578,France,Male,30,4,169462.09,1,1,0,112187.11,0
15625524,512,France,Male,40,5,0,2,1,1,146457.83,0
15755209,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0
15645248,510,France,Female,30,0,0,2,1,1,130553.47,0
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0
15762615,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0
15716334,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
15789669,510,France,Male,65,2,0,2,1,1,48071.61,0
15621075,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0
15810845,636,France,Male,42,2,0,2,1,1,55470.78,0
15654506,514,France,Male,32,8,0,2,1,0,95857.18,0
15771977,730,France,Female,39,1,99010.67,1,1,0,194945.8,0
15708710,525,Spain,Female,37,0,0,1,0,1,131521.72,0
15726676,616,Spain,Male,30,5,0,2,0,1,196108.51,0
15587421,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0
15771086,512,France,Female,36,3,84327.77,2,1,0,17675.36,0
15756850,479,France,Male,40,1,0,2,0,0,114996.43,0
15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42,0
15679200,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0
15594815,807,France,Male,35,3,174790.15,1,1,1,600.36,0
15635905,616,Spain,Female,32,6,0,2,1,1,43001.46,0
15777892,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0
15656176,501,France,Male,57,10,0,2,1,1,47847.19,0
15811127,521,France,Male,35,6,96423.84,1,1,0,10488.44,0
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0
15627801,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0
15773039,550,France,Male,37,3,0,1,1,1,179670.31,0
15679531,618,France,Male,34,5,134954.53,1,1,1,151954.39,0
15612087,671,France,Male,45,2,106376.85,1,0,1,158264.62,0
15752047,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0
15624592,603,France,Male,31,8,0,2,1,1,169915.02,0
15573152,620,France,Female,41,9,0,2,0,0,88852.47,0
15594917,676,France,Female,34,1,63095.01,1,1,1,40645.81,0
15785542,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0
15680920,695,France,Male,46,7,49512.55,1,1,0,133007.34,0
15786308,730,Spain,Female,33,9,0,2,0,0,176576.62,0
15725311,726,France,Female,31,9,114722.05,2,1,1,98178.57,0
15787155,514,Spain,Male,30,7,0,1,0,1,125010.24,0
15727829,567,France,Male,42,2,0,2,1,1,167984.61,0
15699029,670,France,Male,37,4,170557.91,2,1,0,198252.88,0
15774393,694,France,Female,30,9,0,2,1,1,26960.31,0
15605461,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0
15808473,673,France,Male,72,1,0,2,0,1,111981.19,0
15627000,610,France,Male,40,0,0,2,1,0,62232.6,0
15787174,512,France,Female,37,1,0,2,0,1,156105.03,0
15723886,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0
15704769,585,France,Female,67,5,113978.97,2,0,1,93146.11,0
15711540,712,France,Female,29,2,0,1,1,1,144375,0
15795149,703,France,Male,28,2,81173.83,2,0,1,162812.16,0
15812009,662,Spain,Male,38,4,0,2,1,0,136259.65,0
15651001,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0
15813844,703,France,Male,37,8,105961.68,2,0,1,74158.8,0
15576269,523,Spain,Male,34,7,0,2,1,0,62030.06,0
15685500,772,Germany,Male,26,7,152400.51,2,1,0,79414,0
15599792,545,France,Female,26,1,0,2,1,1,199638.56,0
15657566,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0
15628112,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0
15753754,587,Spain,Female,34,1,0,2,1,1,97932.68,0
15793726,681,France,Female,79,0,0,2,0,1,170968.99,0
15694717,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0
15665834,696,Spain,Male,28,8,0,1,0,0,176713.47,0
15765297,766,Spain,Male,41,0,0,2,0,1,34283.23,0
15636684,727,France,Male,34,10,0,2,1,1,198637.34,0
15592979,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0
15750803,693,France,Female,30,6,127992.25,1,1,1,50457.2,0
15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
15713853,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0
15673481,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0
15686776,557,France,Female,32,6,184686.41,2,1,0,14956.44,0
15673693,682,France,Female,26,0,110654.02,1,0,1,111879.21,0
15700696,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0
15813163,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0
15653857,498,France,Male,34,2,0,2,1,1,148528.24,0
15777076,651,France,Male,36,7,0,2,1,0,13898.31,0
15799217,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0
15787071,650,Spain,Male,41,9,0,2,0,1,191599.67,0
15796505,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
15725166,707,France,Male,30,8,0,2,1,0,33159.37,0
15800116,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0
15758685,706,Spain,Female,37,7,0,2,1,1,110899.3,0
15767339,777,France,Female,53,10,0,2,1,0,189992.97,0
15683562,646,France,Male,35,6,84026.86,1,0,1,164255.69,0
15668893,782,France,Male,39,8,0,2,1,1,33949.67,0
15669169,775,Spain,Male,29,10,0,2,1,1,68143.93,0
15699389,807,France,Male,42,7,118274.71,1,1,1,25885.72,0
15708608,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
15626144,675,France,Male,40,7,113208.86,2,1,0,34577.36,0
15573112,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0
15790678,475,France,Female,32,8,119023.28,1,1,0,100816.29,0
15727556,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0
15697307,588,Spain,Male,34,10,0,2,1,0,79078.91,0
15652266,703,Germany,Male,42,9,63227,1,0,1,137316.32,0
15607098,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0
15655774,583,France,Male,27,7,0,2,1,0,51285.49,0
15785819,681,France,Male,38,3,0,2,1,1,112491.96,0
15723654,773,France,Male,25,2,135903.33,1,1,0,73656.38,0
15774510,714,France,Female,31,4,125169.26,1,1,1,106636.89,0
15650068,511,France,Male,58,0,149117.31,1,1,1,162599.51,0
15811490,627,France,Male,33,5,0,2,1,1,103737.82,0
15803976,694,France,Female,31,10,0,2,1,0,160990.27,0
15682541,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0
15695699,687,France,Male,35,8,0,2,1,0,10334.05,0
15624188,712,France,Female,33,6,0,2,1,1,190686.16,0
15812191,553,France,Male,33,4,118082.89,1,0,0,94440.45,0
15636673,667,France,Male,31,1,119266.69,1,1,1,28257.63,0
15660211,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0
15746726,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0
15712287,652,France,Female,80,4,0,2,1,1,188603.07,0
15702919,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0
15674398,642,France,Male,38,3,0,2,0,0,171463.83,0
15797960,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0
15631868,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0
15581539,474,Spain,Male,37,3,0,2,0,0,57175.32,0
15666252,706,Spain,Male,42,9,0,2,1,1,28714.34,0
15677512,628,Spain,Female,22,3,0,1,1,0,85426.28,0
15626114,429,France,Male,24,4,95741.75,1,1,0,46170.75,0
15810834,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0
15678910,680,France,Female,30,8,141441.75,1,1,1,16278.97,0
15585215,763,France,Female,31,4,0,2,0,0,50404.72,0
15682757,734,France,Male,30,3,0,2,1,0,107640.25,0
15736601,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
15601848,594,France,Male,35,2,0,2,1,0,103480.69,0
15669064,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0
15624528,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0
15598493,656,France,Male,50,7,0,2,0,1,72143.44,0
15601274,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0
15702669,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0
15742668,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0
15740476,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0
15648064,649,France,Male,33,2,0,2,1,0,2010.98,0
15786170,659,France,Male,31,4,118342.26,1,0,0,161574.19,0
15681081,545,Spain,Female,47,5,0,2,1,1,38970.14,0
15684484,543,France,Male,22,8,0,2,0,0,127587.22,0
15785869,718,France,Female,25,7,0,2,1,0,30380.12,0
15763859,840,France,Female,43,7,0,2,1,0,90908.95,0
15658935,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
15747358,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
15735203,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0
15576256,582,France,Male,39,5,0,2,1,1,129892.93,0
15659420,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0
15593365,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
15777352,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0
15812007,670,Spain,Male,25,6,0,2,1,1,78358.94,0
15625461,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
15739438,539,France,Male,30,0,0,2,1,0,160979.66,0
15611759,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
15633950,737,France,Male,41,1,101960.74,1,1,1,123547.28,0
15592386,520,France,Male,58,3,0,2,0,1,32790.02,0
15803716,706,Spain,Male,28,3,0,2,0,1,181543.67,0
15706365,648,France,Female,50,9,102535.57,1,1,1,189543.19,0
15745088,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0
15676715,640,France,Male,68,9,0,2,1,1,199493.38,0
15613085,628,Spain,Female,33,3,0,1,1,1,188193.25,0
15633537,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0
15594720,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0
15684042,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
15583303,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
15611579,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
15774696,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0
15694506,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0
15688074,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0
15759537,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0
15758449,769,France,Female,39,8,0,1,0,1,21016,0
15667871,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0
15677371,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0
15713578,483,France,Female,50,9,0,2,1,1,111020.24,0
15591509,690,France,Male,36,7,101583.11,2,1,0,123775.15,0
15568240,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0
15622993,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0
15689294,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0
15720910,560,France,Female,66,9,0,1,1,1,15928.49,0
15721181,611,Spain,Male,46,6,0,2,1,0,45886.33,0
15776433,730,Spain,Male,62,2,0,2,1,1,186489.95,0
15748936,709,Spain,Female,45,2,0,2,0,1,162922.65,0
15717225,544,France,Female,21,10,161525.96,2,1,0,9262.77,0
15685226,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
15785611,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0
15620505,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
15807432,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0
15584766,557,France,Male,33,3,54503.55,1,1,1,371.05,0
15612187,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0
15762218,701,France,Female,39,9,0,2,0,1,145894.9,0
15690452,605,France,Male,52,1,63349.75,1,1,0,108887.44,0
15747795,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0
15781589,751,Spain,Male,52,8,0,2,0,1,179291.85,0
15732674,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0
15642291,685,France,Male,23,8,0,2,1,1,112239.03,0
15692761,718,France,Male,36,9,0,1,1,0,45909.87,0
15745354,611,Spain,Female,37,4,0,2,1,0,125696.26,0
15701376,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0
15691625,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0
15566594,709,Spain,Male,23,10,0,2,0,0,129590.18,0
15760431,850,France,Male,38,1,0,2,1,1,80006.65,0
15686302,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
15810432,795,Spain,Male,35,8,0,2,1,0,167155.36,0
15809616,626,Spain,Male,26,8,0,2,0,0,191420.71,0
15695632,556,France,Female,39,9,89588.35,1,1,1,94898.1,0
15659843,643,France,Female,46,6,0,2,0,0,106781.59,0
15615624,605,France,Female,28,6,0,2,0,0,159508.52,0
15716186,586,France,Female,38,2,0,2,1,0,87168.46,0
15622834,678,France,Female,35,4,0,1,1,0,125518.32,0
15566111,596,France,Male,39,9,0,1,1,0,48963.59,0
15784597,648,France,Male,26,9,162923.85,1,1,0,98368.24,0
15652883,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0
15806964,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
15576313,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0
15743040,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0
15705521,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0
15799384,683,France,Male,33,8,0,1,0,0,73564.44,0
15581197,762,France,Female,51,3,99286.98,1,0,1,85578.63,0
15693737,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0
15624623,516,France,Male,35,10,104088.59,2,0,0,119666,0
15783501,800,France,Female,38,2,168190.33,2,1,0,68052.08,0
15690134,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0
15782735,626,France,Female,35,3,0,1,0,0,80190.36,0
15611088,790,France,Female,31,9,0,2,1,0,84126.75,0
15672145,534,France,Female,34,7,121551.58,2,1,1,70179,0
15732628,745,France,Male,46,2,122220.19,1,1,1,118024.1,0
15803406,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
15730460,722,France,Male,37,2,0,1,0,0,120906.83,0
15644572,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
15658169,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
15794396,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0
15785798,850,France,Male,40,9,0,2,0,1,119232.33,0
15710825,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0
15668444,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
15726631,758,France,Female,39,6,127357.76,1,0,1,56577,0
15733797,506,France,Male,36,5,0,2,1,0,164253.35,0
15747960,733,France,Male,33,3,0,1,1,1,7666.73,0
15634632,711,France,Male,38,3,0,2,1,0,68487.51,0
15662976,637,Spain,Male,37,8,0,1,1,1,186062.36,0
15732778,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0
15718443,539,France,Male,39,3,0,2,1,0,36692.17,0
15670039,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
15613786,818,Spain,Male,26,4,0,2,1,1,167036.94,0
15726032,608,France,Male,33,9,89968.69,1,1,0,68777.26,0
15663252,850,Spain,Female,32,9,0,2,1,1,18924.92,0
15633283,536,France,Male,35,8,0,2,1,0,64833.28,0
15749167,753,France,Male,35,3,0,2,1,1,184843.77,0
15759298,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0
15635367,774,France,Male,26,2,93844.69,1,1,0,28415.36,0
15681705,785,France,Male,28,8,0,2,1,0,77231.27,0
15603156,571,France,Female,33,1,0,2,1,0,102750.7,0
15798888,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0
15809722,611,France,Female,40,8,100812.33,2,1,0,147358.27,0
15677538,569,France,Male,38,7,0,1,1,1,108469.2,0
15797736,658,France,Male,29,4,80262.6,1,1,1,20612.82,0
15695585,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
15744398,525,France,Female,23,5,0,2,1,0,160249.1,0
15750658,798,France,Male,37,8,0,3,0,0,110783.28,0
15578186,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0
15637954,730,France,Female,35,0,155470.55,1,1,1,53718.28,0
15758639,641,France,Male,37,7,0,2,1,0,75248.3,0
15731744,692,France,Male,30,2,0,2,0,1,130486.57,0
15807709,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
15714689,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0
15699005,710,France,Female,41,2,156067.05,1,1,1,9983.88,0
15624170,639,France,Female,38,4,81550.94,2,0,1,118974.77,0
15804256,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0
15662403,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
15733616,806,France,Male,40,5,80613.93,1,1,1,142838.64,0
15591995,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0
15727688,555,Spain,Male,32,4,0,2,1,1,54405.79,0
15715941,692,France,Male,54,5,0,2,1,1,88721.84,0
15730059,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0
15715527,543,Spain,Female,41,4,0,1,0,0,194902.16,0
15576623,584,France,Male,31,5,0,2,1,0,31474.27,0
15805565,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0
15677307,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0
15773890,733,France,Male,22,5,0,2,1,1,117202.19,0
15598883,599,Spain,Female,37,2,0,2,1,1,143739.29,0
15568506,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0
15761043,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0
15782236,735,Spain,Male,34,5,0,2,0,0,71095.41,0
15593601,734,France,Male,34,6,133598.4,1,1,1,13107.24,0
15746902,793,Spain,Male,38,9,0,2,1,0,88225.02,0
15781307,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0
15745417,707,France,Male,58,6,89685.92,1,0,1,126471.13,0
15653547,850,France,Male,56,7,131317.48,1,1,1,119175.45,0
15595766,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0
15742358,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0
15763274,661,France,Male,48,3,120320.54,1,0,0,96463.25,0
15786063,776,France,Female,31,2,0,2,1,1,112349.51,0
15600258,701,France,Male,43,2,0,2,1,1,165303.79,0
15573318,610,France,Male,26,8,0,2,1,0,166031.08,0
15694272,673,France,Male,30,1,64097.75,1,1,1,77783.35,0
15736112,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0
